citing_id,cited_id
2021-0039,2012-0037
2021-0039,2012-0043
2021-0039,2013-0009
2021-0039,2014-0082
2021-0039,2014-0172
2021-0039,2015-0007
2021-0039,2015-0038
2021-0039,2015-0060
2021-0039,2015-0071
2021-0039,2015-0089
2021-0039,2015-0110
2021-0039,2015-0135
2021-0039,2015-0155
2021-0039,2015-0178
2021-0039,2015-0211
2021-0039,2016-0042
2021-0039,2016-0125
2021-0039,2016-0278
2021-0039,2017-0069
2021-0039,2017-0095
2021-0039,2017-0099
2021-0039,2017-0190
2021-0039,2017-0254
2021-0039,2017-0282
2021-0039,2017-0357
2021-0039,2018-0241
2021-0039,2018-0354
2021-0039,2018-0355
2021-0039,2018-0361
2021-0039,2018-0362
2021-0039,2019-0114
2021-0039,2019-0120
2021-0039,2019-0297
2021-0039,2019-0410
2021-0039,2019-0485
2021-0039,2020-0475
2021-0039,2021-0002
2021-0039,2021-0009
2021-0039,2021-0102
2021-0040,1989-0007
2021-0040,1989-0009
2021-0040,1993-0003
2021-0040,1996-0013
2021-0040,1997-0002
2021-0040,1998-0000
2021-0040,1998-0010
2021-0040,1999-0001
2021-0040,1999-0002
2021-0040,1999-0004
2021-0040,1999-0008
2021-0040,1999-0023
2021-0040,1999-0034
2021-0040,2000-0007
2021-0040,2000-0029
2021-0040,2001-0006
2021-0040,2002-0007
2021-0040,2003-0003
2021-0040,2004-0004
2021-0040,2005-0043
2021-0040,2005-0073
2021-0040,2009-0090
2021-0040,2010-0077
2021-0040,2010-0083
2021-0040,2011-0100
2021-0040,2013-0032
2021-0040,2014-0100
2021-0040,2015-0002
2021-0040,2015-0093
2021-0040,2016-0037
2021-0040,2016-0096
2021-0040,2016-0168
2021-0040,2016-0353
2021-0040,2017-0142
2021-0040,2018-0074
2021-0040,2018-0098
2021-0040,2019-0096
2021-0040,2019-0299
2021-0041,1976-0002
2021-0041,1977-0001
2021-0041,1978-0001
2021-0041,1981-0001
2021-0041,1989-0001
2021-0041,1994-0004
2021-0041,1994-0005
2021-0041,1995-0001
2021-0041,1995-0014
2021-0041,1995-0020
2021-0041,1996-0003
2021-0041,1997-0025
2021-0041,2000-0017
2021-0041,2004-0018
2021-0041,2005-0016
2021-0041,2007-0023
2021-0041,2011-0073
2021-0041,2012-0007
2021-0041,2013-0015
2021-0041,2013-0055
2021-0041,2016-0038
2021-0041,2016-0191
2021-0041,2017-0038
2021-0041,2017-0046
2021-0041,2018-0020
2021-0042,2018-0359
2021-0042,2019-0398
2021-0043,2016-0113
2021-0043,2018-0074
2021-0043,2019-0488
2021-0043,2020-0546
2021-0043,2020-0575
2021-0043,2020-0611
2021-0043,2020-0647
2021-0043,2021-0085
2021-0043,2021-0143
2021-0044,2001-0022
2021-0044,2002-0025
2021-0044,2003-0021
2021-0044,2003-0038
2021-0044,2004-0067
2021-0044,2006-0004
2021-0044,2007-0080
2021-0044,2008-0008
2021-0044,2008-0041
2021-0044,2010-0003
2021-0044,2011-0017
2021-0044,2013-0062
2021-0044,2013-0083
2021-0044,2014-0018
2021-0044,2015-0104
2021-0044,2015-0117
2021-0044,2016-0104
2021-0044,2017-0039
2021-0044,2017-0081
2021-0044,2017-0095
2021-0044,2017-0165
2021-0044,2018-0020
2021-0044,2018-0022
2021-0044,2018-0046
2021-0044,2018-0054
2021-0044,2018-0063
2021-0044,2018-0177
2021-0044,2018-0219
2021-0044,2019-0054
2021-0044,2019-0068
2021-0044,2019-0070
2021-0044,2019-0080
2021-0044,2019-0190
2021-0044,2020-0026
2021-0044,2020-0131
2021-0044,2020-0155
2021-0044,2020-0216
2021-0044,2020-0239
2021-0044,2020-0424
2021-0044,2020-0448
2021-0044,2020-0564
2021-0044,2020-0590
2021-0044,2021-0064
2021-0044,2021-0082
2021-0044,2021-0112
2021-0044,2021-0120
2021-0044,2021-0137
2021-0044,2021-0158
2021-0044,2021-0173
2021-0045,1989-0000
2021-0045,1991-0000
2021-0045,1993-0004
2021-0045,1999-0022
2021-0045,2000-0000
2021-0045,2001-0000
2021-0045,2003-0002
2021-0045,2004-0016
2021-0045,2004-0019
2021-0045,2006-0003
2021-0045,2007-0011
2021-0045,2009-0017
2021-0045,2010-0021
2021-0045,2010-0026
2021-0045,2014-0042
2021-0045,2014-0108
2021-0045,2014-0197
2021-0045,2015-0053
2021-0045,2015-0073
2021-0045,2016-0015
2021-0045,2017-0075
2021-0045,2017-0209
2021-0045,2017-0209
2021-0045,2018-0063
2021-0045,2018-0087
2021-0045,2018-0112
2021-0045,2018-0208
2021-0045,2018-0261
2021-0045,2018-0296
2021-0045,2018-0386
2021-0045,2018-0468
2021-0045,2019-0000
2021-0045,2019-0059
2021-0045,2019-0108
2021-0045,2019-0226
2021-0045,2019-0284
2021-0045,2019-0318
2021-0045,2020-0011
2021-0045,2020-0028
2021-0045,2020-0031
2021-0045,2020-0195
2021-0045,2020-0249
2021-0045,2020-0318
2021-0045,2020-0336
2021-0045,2020-0414
2021-0045,2020-0595
2021-0045,2021-0022
2021-0045,2021-0098
2021-0045,2021-0114
2021-0045,2021-0169
2021-0046,2016-0205
2021-0046,2017-0333
2021-0046,2018-0451
2021-0046,2019-0327
2021-0046,2020-0244
2021-0047,1989-0000
2021-0047,1991-0017
2021-0047,2000-0000
2021-0047,2001-0017
2021-0047,2003-0048
2021-0047,2007-0004
2021-0047,2007-0020
2021-0047,2009-0095
2021-0047,2009-0111
2021-0047,2010-0024
2021-0047,2010-0099
2021-0047,2011-0152
2021-0047,2012-0133
2021-0047,2012-0146
2021-0047,2013-0177
2021-0047,2013-0179
2021-0047,2014-0038
2021-0047,2014-0043
2021-0047,2015-0122
2021-0047,2015-0266
2021-0047,2016-0020
2021-0047,2017-0081
2021-0047,2017-0176
2021-0047,2017-0289
2021-0047,2017-0391
2021-0047,2018-0138
2021-0047,2018-0198
2021-0047,2018-0208
2021-0047,2018-0228
2021-0047,2018-0261
2021-0047,2018-0288
2021-0047,2018-0348
2021-0047,2018-0353
2021-0047,2018-0364
2021-0047,2019-0041
2021-0047,2019-0058
2021-0047,2019-0108
2021-0047,2019-0137
2021-0047,2019-0199
2021-0047,2019-0206
2021-0047,2019-0247
2021-0047,2019-0276
2021-0047,2019-0293
2021-0047,2019-0307
2021-0047,2019-0337
2021-0047,2019-0407
2021-0047,2019-0411
2021-0047,2019-0446
2021-0047,2019-0507
2021-0047,2020-0028
2021-0047,2020-0030
2021-0047,2020-0042
2021-0047,2020-0101
2021-0047,2020-0229
2021-0047,2020-0315
2021-0047,2020-0358
2021-0047,2020-0394
2021-0047,2020-0441
2021-0047,2020-0497
2021-0047,2021-0008
2021-0047,2021-0138
2021-0048,2017-0035
2021-0048,2017-0038
2021-0048,2018-0194
2021-0049,2008-0104
2021-0049,2016-0113
2021-0049,2017-0105
2021-0049,2018-0123
2021-0049,2018-0172
2021-0049,2018-0209
2021-0049,2018-0324
2021-0049,2019-0054
2021-0049,2019-0240
2021-0049,2019-0242
2021-0049,2020-0526
2021-0050,2015-0177
2021-0050,2015-0254
2021-0050,2017-0005
2021-0050,2017-0078
2021-0050,2017-0081
2021-0050,2017-0246
2021-0050,2017-0249
2021-0050,2018-0020
2021-0050,2018-0035
2021-0050,2018-0395
2021-0050,2018-0412
2021-0050,2018-0437
2021-0050,2018-0455
2021-0050,2018-0459
2021-0050,2018-0475
2021-0050,2018-0504
2021-0050,2018-0523
2021-0050,2018-0527
2021-0050,2018-0533
2021-0050,2018-0548
2021-0050,2018-0549
2021-0050,2018-0570
2021-0050,2019-0228
2021-0050,2019-0247
2021-0050,2019-0298
2021-0050,2019-0300
2021-0050,2019-0339
2021-0050,2019-0445
2021-0050,2019-0465
2021-0050,2019-0468
2021-0050,2019-0492
2021-0050,2019-0500
2021-0050,2019-0503
2021-0050,2020-0077
2021-0050,2020-0131
2021-0050,2020-0136
2021-0050,2020-0137
2021-0050,2020-0167
2021-0050,2020-0176
2021-0050,2020-0203
2021-0050,2020-0204
2021-0050,2020-0216
2021-0050,2020-0252
2021-0050,2020-0280
2021-0050,2020-0338
2021-0050,2020-0350
2021-0050,2020-0374
2021-0050,2020-0412
2021-0050,2020-0419
2021-0050,2020-0428
2021-0050,2020-0450
2021-0050,2020-0504
2021-0050,2020-0507
2021-0050,2020-0517
2021-0050,2020-0524
2021-0050,2020-0525
2021-0050,2020-0528
2021-0050,2020-0529
2021-0050,2020-0538
2021-0050,2020-0540
2021-0050,2020-0549
2021-0050,2020-0552
2021-0050,2020-0556
2021-0050,2020-0561
2021-0050,2020-0568
2021-0050,2020-0579
2021-0050,2020-0585
2021-0050,2020-0587
2021-0050,2020-0591
2021-0050,2020-0596
2021-0050,2020-0598
2021-0050,2020-0600
2021-0050,2020-0601
2021-0050,2020-0604
2021-0050,2020-0605
2021-0050,2020-0612
2021-0050,2020-0615
2021-0050,2020-0620
2021-0050,2020-0621
2021-0050,2020-0624
2021-0050,2020-0625
2021-0050,2020-0628
2021-0050,2020-0630
2021-0050,2020-0636
2021-0050,2020-0637
2021-0050,2020-0639
2021-0050,2020-0640
2021-0050,2020-0642
2021-0050,2020-0644
2021-0050,2021-0029
2021-0050,2021-0136
2021-0050,2021-0156
2021-0050,2021-0162
2021-0050,2021-0165
2021-0050,2021-0170
2021-0050,2021-0172
2021-0050,2021-0175
2021-0050,2021-0176
2021-0050,2021-0190
2021-0051,2002-0049
2021-0051,2004-0050
2021-0051,2014-0211
2021-0051,2016-0298
2021-0051,2017-0389
2021-0051,2018-0020
2021-0051,2018-0408
2021-0051,2020-0307
2021-0051,2020-0551
2021-0051,2020-0559
2021-0051,2020-0634
2021-0051,2021-0153
2021-0052,2005-0046
2021-0052,2007-0021
2021-0052,2008-0072
2021-0052,2011-0155
2021-0052,2012-0040
2021-0052,2012-0117
2021-0052,2014-0170
2021-0052,2015-0020
2021-0052,2017-0128
2021-0052,2018-0301
2021-0052,2019-0083
2021-0052,2019-0108
2021-0052,2019-0155
2021-0052,2019-0236
2021-0052,2019-0362
2021-0052,2019-0379
2021-0052,2020-0022
2021-0052,2020-0225
2021-0052,2020-0316
2021-0052,2020-0512
2021-0052,2020-0526
2021-0052,2020-0593
2021-0053,1993-0015
2021-0053,1995-0022
2021-0053,2002-0062
2021-0053,2004-0048
2021-0053,2008-0026
2021-0053,2012-0050
2021-0053,2015-0184
2021-0053,2017-0375
2021-0053,2017-0401
2021-0053,2018-0218
2021-0053,2018-0395
2021-0053,2018-0489
2021-0053,2019-0147
2021-0053,2019-0208
2021-0053,2019-0385
2021-0053,2019-0409
2021-0053,2019-0467
2021-0053,2019-0469
2021-0053,2020-0364
2021-0053,2020-0539
2021-0053,2020-0633
2021-0054,1977-0003
2021-0054,2003-0057
2021-0054,2006-0037
2021-0054,2008-0079
2021-0054,2010-0080
2021-0054,2015-0033
2021-0054,2016-0035
2021-0054,2018-0166
2021-0054,2018-0240
2021-0054,2018-0525
2021-0054,2019-0015
2021-0054,2019-0023
2021-0054,2019-0180
2021-0054,2020-0372
2021-0054,2020-0388
2021-0054,2020-0599
2021-0055,1981-0002
2021-0055,1986-0005
2021-0055,1989-0000
2021-0055,1991-0000
2021-0055,1999-0006
2021-0055,2001-0001
2021-0055,2001-0003
2021-0055,2003-0011
2021-0055,2004-0051
2021-0055,2006-0027
2021-0055,2008-0007
2021-0055,2009-0114
2021-0055,2011-0005
2021-0055,2011-0107
2021-0055,2013-0015
2021-0055,2013-0066
2021-0055,2013-0090
2021-0055,2015-0069
2021-0055,2016-0094
2021-0055,2017-0038
2021-0055,2017-0403
2021-0055,2018-0161
2021-0055,2018-0533
2021-0055,2019-0108
2021-0056,1972-0001
2021-0056,1980-0000
2021-0056,1980-0006
2021-0056,1985-0004
2021-0056,1989-0000
2021-0056,1992-0008
2021-0056,1997-0031
2021-0056,2000-0000
2021-0056,2000-0005
2021-0056,2000-0023
2021-0056,2001-0005
2021-0056,2003-0000
2021-0056,2003-0013
2021-0056,2003-0028
2021-0056,2004-0071
2021-0056,2005-0050
2021-0056,2007-0045
2021-0056,2007-0079
2021-0056,2008-0031
2021-0056,2008-0053
2021-0056,2010-0040
2021-0056,2012-0060
2021-0056,2013-0058
2021-0056,2014-0024
2021-0056,2014-0061
2021-0056,2014-0074
2021-0056,2014-0098
2021-0056,2016-0287
2021-0056,2016-0325
2021-0056,2017-0078
2021-0056,2018-0161
2021-0056,2018-0208
2021-0056,2018-0245
2021-0056,2018-0261
2021-0056,2018-0327
2021-0056,2018-0462
2021-0056,2018-0476
2021-0056,2019-0068
2021-0056,2019-0108
2021-0056,2019-0113
2021-0056,2019-0161
2021-0056,2019-0179
2021-0056,2019-0183
2021-0056,2019-0242
2021-0056,2019-0455
2021-0056,2020-0054
2021-0056,2020-0071
2021-0056,2020-0186
2021-0056,2020-0329
2021-0056,2020-0569
2021-0057,1990-0008
2021-0057,2000-0000
2021-0057,2001-0001
2021-0057,2001-0029
2021-0057,2002-0020
2021-0057,2002-0045
2021-0057,2007-0048
2021-0057,2008-0027
2021-0057,2009-0033
2021-0057,2010-0024
2021-0057,2010-0026
2021-0057,2010-0108
2021-0057,2010-0154
2021-0057,2011-0011
2021-0057,2011-0165
2021-0057,2012-0139
2021-0057,2013-0060
2021-0057,2014-0099
2021-0057,2016-0015
2021-0057,2016-0031
2021-0057,2016-0057
2021-0057,2016-0313
2021-0057,2016-0323
2021-0057,2016-0336
2021-0057,2017-0091
2021-0057,2017-0103
2021-0057,2017-0134
2021-0057,2017-0159
2021-0057,2017-0276
2021-0057,2017-0348
2021-0057,2017-0379
2021-0057,2018-0022
2021-0057,2018-0062
2021-0057,2018-0071
2021-0057,2018-0096
2021-0057,2018-0177
2021-0057,2018-0208
2021-0057,2018-0344
2021-0057,2019-0041
2021-0057,2019-0058
2021-0057,2019-0059
2021-0057,2019-0084
2021-0057,2019-0113
2021-0057,2019-0148
2021-0057,2019-0199
2021-0057,2019-0274
2021-0057,2020-0054
2021-0057,2020-0056
2021-0057,2020-0229
2021-0057,2020-0243
2021-0057,2020-0249
2021-0057,2020-0291
2021-0057,2020-0313
2021-0057,2020-0439
2021-0057,2020-0488
2021-0057,2020-0523
2021-0057,2021-0034
2021-0057,2021-0086
2021-0058,1993-0011
2021-0058,1998-0014
2021-0058,2005-0061
2021-0058,2007-0006
2021-0058,2009-0044
2021-0058,2017-0234
2021-0058,2018-0054
2021-0058,2018-0373
2021-0058,2020-0031
2021-0060,1972-0002
2021-0060,1982-0002
2021-0060,1982-0003
2021-0060,1986-0007
2021-0060,1986-0010
2021-0060,1991-0016
2021-0060,1992-0010
2021-0060,2006-0028
2021-0060,2008-0039
2021-0060,2010-0069
2021-0060,2011-0142
2021-0060,2012-0047
2021-0060,2012-0154
2021-0060,2013-0168
2021-0060,2014-0025
2021-0060,2015-0193
2021-0060,2016-0188
2021-0060,2016-0191
2021-0060,2016-0326
2021-0060,2017-0038
2021-0060,2017-0368
2021-0060,2018-0104
2021-0060,2018-0121
2021-0060,2018-0257
2021-0060,2019-0076
2021-0060,2019-0244
2021-0060,2020-0276
2021-0062,2007-0055
2021-0064,2016-0085
2021-0064,2018-0022
2021-0064,2018-0063
2021-0064,2018-0314
2021-0065,2010-0024
2021-0065,2011-0025
2021-0065,2011-0062
2021-0065,2011-0076
2021-0065,2012-0020
2021-0065,2013-0009
2021-0065,2013-0053
2021-0065,2013-0155
2021-0065,2014-0007
2021-0065,2015-0046
2021-0065,2015-0067
2021-0065,2015-0071
2021-0065,2015-0079
2021-0065,2016-0074
2021-0065,2016-0160
2021-0065,2016-0221
2021-0065,2017-0035
2021-0065,2017-0069
2021-0065,2017-0078
2021-0065,2017-0083
2021-0065,2017-0346
2021-0065,2018-0001
2021-0065,2018-0020
2021-0065,2018-0063
2021-0065,2018-0102
2021-0065,2018-0104
2021-0065,2018-0157
2021-0065,2018-0187
2021-0065,2018-0208
2021-0065,2018-0233
2021-0065,2018-0292
2021-0065,2018-0318
2021-0065,2019-0042
2021-0065,2019-0106
2021-0065,2019-0114
2021-0065,2019-0125
2021-0065,2019-0191
2021-0065,2019-0236
2021-0065,2019-0242
2021-0065,2019-0323
2021-0065,2019-0349
2021-0065,2020-0031
2021-0065,2020-0040
2021-0065,2020-0092
2021-0065,2020-0164
2021-0065,2020-0187
2021-0065,2020-0196
2021-0065,2020-0198
2021-0065,2020-0232
2021-0065,2020-0256
2021-0065,2020-0408
2021-0065,2020-0566
2021-0065,2020-0622
2021-0065,2021-0015
2021-0065,2021-0036
2021-0066,1999-0005
2021-0066,1999-0010
2021-0066,2000-0001
2021-0066,2008-0009
2021-0066,2010-0001
2021-0066,2010-0115
2021-0066,2010-0140
2021-0066,2011-0028
2021-0066,2011-0034
2021-0066,2011-0098
2021-0066,2011-0121
2021-0066,2011-0161
2021-0066,2012-0189
2021-0066,2014-0135
2021-0066,2015-0003
2021-0066,2015-0051
2021-0066,2015-0140
2021-0066,2015-0153
2021-0066,2015-0176
2021-0066,2015-0259
2021-0066,2016-0036
2021-0066,2016-0041
2021-0066,2016-0061
2021-0066,2016-0099
2021-0066,2016-0138
2021-0066,2016-0192
2021-0066,2016-0195
2021-0066,2016-0262
2021-0066,2017-0000
2021-0066,2017-0016
2021-0066,2017-0064
2021-0066,2017-0325
2021-0066,2018-0017
2021-0066,2018-0063
2021-0066,2018-0095
2021-0066,2018-0100
2021-0066,2018-0105
2021-0066,2018-0136
2021-0066,2018-0200
2021-0066,2018-0212
2021-0066,2018-0231
2021-0066,2018-0237
2021-0066,2018-0317
2021-0066,2018-0477
2021-0066,2018-0549
2021-0066,2019-0016
2021-0066,2019-0034
2021-0066,2019-0050
2021-0066,2019-0088
2021-0066,2019-0211
2021-0066,2019-0306
2021-0066,2019-0509
2021-0066,2020-0031
2021-0066,2020-0064
2021-0066,2020-0165
2021-0066,2020-0172
2021-0066,2020-0223
2021-0066,2020-0387
2021-0066,2021-0092
2021-0067,2011-0071
2021-0067,2013-0009
2021-0067,2014-0178
2021-0067,2015-0038
2021-0067,2017-0087
2021-0067,2018-0131
2021-0067,2018-0286
2021-0067,2019-0251
2021-0067,2019-0297
2021-0067,2019-0334
2021-0067,2019-0355
2021-0067,2020-0580
2021-0068,1988-0005
2021-0068,1997-0013
2021-0068,1997-0035
2021-0068,2005-0068
2021-0068,2010-0093
2021-0068,2013-0008
2021-0068,2013-0181
2021-0068,2013-0183
2021-0068,2015-0275
2021-0068,2016-0005
2021-0068,2016-0022
2021-0068,2016-0030
2021-0068,2016-0093
2021-0068,2018-0059
2021-0068,2019-0085
2021-0070,2013-0006
2021-0070,2017-0300
2021-0070,2020-0480
2021-0071,1997-0001
2021-0071,2011-0004
2021-0071,2011-0146
2021-0071,2016-0007
2021-0071,2017-0347
2021-0071,2019-0014
2021-0071,2020-0046
2021-0071,2020-0048
2021-0071,2020-0170
2021-0071,2020-0199
2021-0071,2021-0096
2021-0071,2021-0100
2021-0071,2021-0155
2021-0072,1980-0000
2021-0072,1982-0004
2021-0072,1983-0001
2021-0072,1991-0000
2021-0072,1999-0000
2021-0072,1999-0000
2021-0072,2000-0000
2021-0072,2002-0004
2021-0072,2003-0002
2021-0072,2003-0004
2021-0072,2003-0005
2021-0072,2007-0005
2021-0072,2008-0007
2021-0072,2011-0009
2021-0072,2011-0081
2021-0072,2012-0000
2021-0072,2012-0024
2021-0072,2012-0149
2021-0072,2014-0037
2021-0072,2015-0024
2021-0072,2015-0147
2021-0072,2016-0058
2021-0072,2016-0094
2021-0072,2016-0097
2021-0072,2016-0191
2021-0072,2016-0322
2021-0072,2016-0334
2021-0072,2017-0078
2021-0072,2018-0020
2021-0072,2018-0096
2021-0072,2018-0161
2021-0072,2018-0174
2021-0072,2018-0242
2021-0072,2018-0261
2021-0072,2018-0264
2021-0072,2018-0333
2021-0072,2018-0407
2021-0072,2018-0407
2021-0072,2019-0008
2021-0072,2019-0027
2021-0072,2019-0037
2021-0072,2019-0054
2021-0072,2019-0059
2021-0072,2019-0073
2021-0072,2019-0108
2021-0072,2019-0152
2021-0072,2019-0177
2021-0072,2019-0310
2021-0072,2019-0354
2021-0072,2020-0073
2021-0072,2020-0105
2021-0072,2020-0117
2021-0072,2020-0126
2021-0072,2020-0195
2021-0072,2020-0225
2021-0072,2020-0258
2021-0072,2020-0296
2021-0072,2020-0321
2021-0072,2020-0398
2021-0072,2020-0456
2021-0072,2020-0469
2021-0072,2020-0544
2021-0072,2021-0021
2021-0072,2021-0070
2021-0072,2021-0076
2021-0072,2021-0080
2021-0072,2021-0090
2021-0072,2021-0180
2021-0072,2021-0181
2021-0072,2021-0182
2021-0073,1977-0002
2021-0073,1982-0005
2021-0073,1988-0002
2021-0073,1988-0009
2021-0073,1988-0011
2021-0073,1991-0005
2021-0073,1991-0006
2021-0073,1994-0000
2021-0073,1996-0016
2021-0073,1998-0015
2021-0073,1999-0042
2021-0073,2001-0018
2021-0073,2002-0011
2021-0073,2003-0040
2021-0073,2004-0026
2021-0073,2004-0031
2021-0073,2005-0039
2021-0073,2006-0014
2021-0073,2007-0035
2021-0073,2008-0054
2021-0073,2009-0045
2021-0073,2011-0050
2021-0073,2011-0080
2021-0073,2011-0109
2021-0073,2012-0066
2021-0073,2013-0107
2021-0073,2014-0039
2021-0073,2014-0184
2021-0073,2015-0221
2021-0073,2016-0158
2021-0073,2016-0179
2021-0073,2017-0092
2021-0073,2017-0185
2021-0073,2017-0195
2021-0073,2018-0022
2021-0073,2018-0054
2021-0073,2018-0104
2021-0073,2018-0167
2021-0073,2018-0181
2021-0073,2019-0058
2021-0073,2019-0233
2021-0073,2020-0210
2021-0074,2011-0035
2021-0074,2014-0031
2021-0074,2016-0085
2021-0074,2018-0022
2021-0074,2018-0063
2021-0074,2018-0583
2021-0074,2019-0011
2021-0074,2019-0038
2021-0074,2019-0062
2021-0074,2019-0074
2021-0074,2019-0134
2021-0074,2019-0138
2021-0074,2019-0151
2021-0074,2019-0227
2021-0074,2019-0240
2021-0074,2020-0003
2021-0074,2020-0066
2021-0074,2020-0120
2021-0074,2020-0131
2021-0074,2020-0217
2021-0074,2020-0218
2021-0074,2020-0276
2021-0074,2020-0333
2021-0074,2020-0353
2021-0074,2020-0453
2021-0074,2020-0455
2021-0074,2021-0003
2021-0074,2021-0006
2021-0074,2021-0027
2021-0074,2021-0044
2021-0074,2021-0052
2021-0074,2021-0111
2021-0074,2021-0116
2021-0074,2021-0124
2021-0074,2021-0164
2021-0074,2021-0183
2021-0074,2021-0186
2021-0075,2003-0001
2021-0075,2008-0002
2021-0075,2008-0018
2021-0075,2010-0007
2021-0075,2010-0019
2021-0075,2010-0028
2021-0075,2010-0091
2021-0075,2010-0146
2021-0075,2011-0084
2021-0075,2012-0088
2021-0075,2013-0010
2021-0075,2013-0113
2021-0075,2014-0017
2021-0075,2014-0196
2021-0075,2015-0095
2021-0075,2015-0218
2021-0075,2015-0228
2021-0075,2015-0286
2021-0075,2016-0129
2021-0075,2016-0167
2021-0075,2016-0281
2021-0075,2017-0038
2021-0075,2017-0071
2021-0075,2017-0135
2021-0075,2017-0183
2021-0075,2017-0188
2021-0075,2017-0292
2021-0075,2018-0018
2021-0075,2018-0022
2021-0075,2018-0090
2021-0075,2019-0042
2021-0075,2019-0069
2021-0075,2019-0087
2021-0075,2019-0121
2021-0075,2019-0171
2021-0075,2019-0207
2021-0075,2019-0230
2021-0075,2019-0236
2021-0075,2019-0263
2021-0075,2019-0309
2021-0075,2020-0027
2021-0075,2020-0131
2021-0075,2020-0225
2021-0075,2020-0380
2021-0075,2020-0506
2021-0075,2021-0042
2021-0075,2021-0077
2021-0075,2021-0142
2021-0075,2021-0150
2021-0076,1980-0002
2021-0076,1989-0000
2021-0076,1996-0025
2021-0076,1998-0020
2021-0076,1999-0017
2021-0076,2000-0000
2021-0076,2002-0006
2021-0076,2003-0002
2021-0076,2005-0010
2021-0076,2005-0034
2021-0076,2006-0021
2021-0076,2006-0053
2021-0076,2008-0005
2021-0076,2011-0113
2021-0076,2012-0000
2021-0076,2012-0022
2021-0076,2014-0013
2021-0076,2014-0042
2021-0076,2015-0074
2021-0076,2017-0013
2021-0076,2018-0261
2021-0076,2018-0301
2021-0076,2018-0327
2021-0076,2019-0108
2021-0076,2020-0418
2021-0077,1996-0017
2021-0077,1996-0023
2021-0077,1997-0032
2021-0077,1999-0016
2021-0077,2001-0035
2021-0077,2010-0138
2021-0077,2011-0046
2021-0077,2012-0048
2021-0077,2012-0069
2021-0077,2012-0072
2021-0077,2013-0116
2021-0077,2014-0123
2021-0077,2015-0020
2021-0077,2015-0217
2021-0077,2016-0092
2021-0077,2016-0201
2021-0077,2016-0330
2021-0077,2017-0121
2021-0077,2017-0125
2021-0077,2017-0144
2021-0077,2017-0184
2021-0077,2017-0231
2021-0077,2017-0261
2021-0077,2018-0022
2021-0077,2018-0134
2021-0077,2018-0191
2021-0077,2018-0283
2021-0077,2019-0036
2021-0077,2019-0054
2021-0077,2019-0242
2021-0077,2019-0286
2021-0077,2019-0476
2021-0077,2019-0493
2021-0077,2020-0031
2021-0077,2020-0109
2021-0077,2020-0131
2021-0077,2020-0136
2021-0077,2020-0255
2021-0077,2020-0344
2021-0077,2020-0361
2021-0077,2020-0460
2021-0077,2020-0526
2021-0077,2021-0123
2021-0078,1993-0005
2021-0078,1993-0007
2021-0078,2007-0097
2021-0078,2010-0110
2021-0078,2011-0133
2021-0078,2013-0036
2021-0078,2015-0078
2021-0078,2015-0092
2021-0078,2015-0119
2021-0078,2016-0111
2021-0078,2016-0150
2021-0078,2016-0201
2021-0078,2017-0054
2021-0078,2017-0055
2021-0078,2017-0290
2021-0078,2018-0111
2021-0078,2018-0120
2021-0078,2018-0180
2021-0078,2018-0253
2021-0078,2018-0385
2021-0078,2019-0021
2021-0078,2019-0172
2021-0078,2019-0499
2021-0078,2020-0144
2021-0078,2020-0257
2021-0078,2021-0020
2021-0078,2021-0079
2021-0079,2010-0121
2021-0079,2017-0138
2021-0079,2018-0226
2021-0079,2019-0236
2021-0080,1990-0001
2021-0080,1999-0003
2021-0080,2017-0071
2021-0080,2017-0289
2021-0080,2018-0003
2021-0080,2018-0020
2021-0080,2018-0022
2021-0080,2018-0177
2021-0080,2019-0052
2021-0080,2019-0279
2021-0080,2019-0429
2021-0080,2020-0126
2021-0080,2020-0470
2021-0080,2020-0534
2021-0080,2021-0110
2021-0081,2009-0088
2021-0081,2010-0022
2021-0081,2013-0162
2021-0081,2014-0208
2021-0081,2016-0290
2021-0081,2016-0333
2021-0081,2018-0220
2021-0081,2018-0458
2021-0081,2019-0208
2021-0081,2019-0303
2021-0081,2019-0431
2021-0081,2019-0489
2021-0081,2020-0263
2021-0081,2020-0458
2021-0081,2020-0518
2021-0081,2020-0572
2021-0081,2021-0185
2021-0083,1988-0008
2021-0083,2000-0006
2021-0083,2001-0043
2021-0083,2003-0052
2021-0083,2006-0038
2021-0083,2014-0009
2021-0083,2014-0084
2021-0083,2016-0008
2021-0083,2019-0047
2021-0083,2019-0164
2021-0083,2020-0188
2021-0083,2020-0498
2021-0083,2021-0004
2021-0083,2021-0113
2021-0084,2007-0005
2021-0084,2012-0040
2021-0084,2017-0200
2021-0084,2018-0020
2021-0084,2018-0133
2021-0084,2018-0344
2021-0084,2019-0278
2021-0084,2020-0282
2021-0084,2020-0328
2021-0084,2020-0526
2021-0084,2020-0582
2021-0085,2017-0358
2021-0085,2018-0063
2021-0085,2018-0291
2021-0085,2018-0561
2021-0085,2019-0174
2021-0085,2019-0188
2021-0085,2019-0203
2021-0085,2019-0313
2021-0085,2019-0456
2021-0085,2020-0031
2021-0085,2020-0166
2021-0085,2020-0221
2021-0085,2020-0334
2021-0085,2020-0345
2021-0085,2020-0531
2021-0085,2020-0532
2021-0085,2021-0056
2021-0085,2021-0078
2021-0085,2021-0131
